Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2018-05-17,4156.71630859375,6725.0,6925.0,6725.0,6900.0,31996300,ASII.JK
2018-05-18,4033.096435546875,6525.0,6800.0,6525.0,6800.0,32946300,ASII.JK
2018-05-21,4033.096435546875,6525.0,6675.0,6525.0,6600.0,19666000,ASII.JK
2018-05-22,4295.78955078125,6950.0,7000.0,6550.0,6575.0,52564600,ASII.JK
2018-05-23,4326.693359375,7000.0,7225.0,6950.0,7000.0,46432300,ASII.JK
2018-05-24,4465.76513671875,7225.0,7300.0,7125.0,7150.0,31517700,ASII.JK
2018-05-25,4481.21826171875,7250.0,7275.0,7050.0,7275.0,23149300,ASII.JK
2018-05-28,4434.861328125,7175.0,7300.0,7100.0,7100.0,20768800,ASII.JK
2018-05-29,4434.861328125,7175.0,7175.0,7175.0,7175.0,0,ASII.JK
2018-05-30,4326.693359375,7000.0,7200.0,6950.0,7125.0,38264900,ASII.JK
2018-05-31,4264.88427734375,6900.0,7150.0,6850.0,7075.0,99330400,ASII.JK
2018-06-01,4264.88427734375,6900.0,6900.0,6900.0,6900.0,0,ASII.JK
2018-06-04,4326.693359375,7000.0,7100.0,6975.0,7050.0,29071700,ASII.JK
2018-06-05,4326.693359375,7000.0,7050.0,6950.0,6950.0,32973400,ASII.JK
2018-06-06,4311.240234375,6975.0,7025.0,6950.0,7000.0,27978000,ASII.JK
2018-06-07,4311.240234375,6975.0,7025.0,6950.0,7000.0,34005400,ASII.JK
2018-06-08,4264.88427734375,6900.0,6975.0,6875.0,6875.0,82723800,ASII.JK
2018-06-11,4264.88427734375,6900.0,6900.0,6900.0,6900.0,0,ASII.JK
2018-06-12,4264.88427734375,6900.0,6900.0,6900.0,6900.0,0,ASII.JK
2018-06-13,4264.88427734375,6900.0,6900.0,6900.0,6900.0,0,ASII.JK
2018-06-14,4264.88427734375,6900.0,6900.0,6900.0,6900.0,0,ASII.JK
2018-06-15,4264.88427734375,6900.0,6900.0,6900.0,6900.0,0,ASII.JK
2018-06-18,4264.88427734375,6900.0,6900.0,6900.0,6900.0,0,ASII.JK
2018-06-19,4264.88427734375,6900.0,6900.0,6900.0,6900.0,0,ASII.JK
2018-06-20,4295.78955078125,6950.0,6950.0,6625.0,6850.0,94750500,ASII.JK
2018-06-21,4125.810546875,6675.0,7100.0,6675.0,7100.0,40710000,ASII.JK
2018-06-22,4079.4541015625,6600.0,6675.0,6575.0,6675.0,30220100,ASII.JK
2018-06-25,4079.4541015625,6600.0,6725.0,6575.0,6700.0,35216300,ASII.JK
2018-06-26,4141.26416015625,6700.0,6800.0,6550.0,6550.0,21592800,ASII.JK
2018-06-27,3971.28662109375,6425.0,6750.0,6425.0,6725.0,26041600,ASII.JK
2018-06-28,3924.92919921875,6350.0,6475.0,6275.0,6425.0,47122000,ASII.JK
2018-06-29,4079.4541015625,6600.0,6600.0,6375.0,6400.0,44077400,ASII.JK
2018-07-02,3863.11962890625,6250.0,6650.0,6250.0,6650.0,30044400,ASII.JK
2018-07-03,3770.404052734375,6100.0,6400.0,6100.0,6250.0,31918600,ASII.JK
2018-07-04,3863.11962890625,6250.0,6425.0,6125.0,6175.0,26706500,ASII.JK
2018-07-05,3894.0244140625,6300.0,6375.0,6200.0,6200.0,10071000,ASII.JK
2018-07-06,3894.0244140625,6300.0,6375.0,6250.0,6375.0,12516100,ASII.JK
2018-07-09,3909.476806640625,6325.0,6400.0,6250.0,6350.0,17337000,ASII.JK
2018-07-10,3924.92919921875,6350.0,6550.0,6350.0,6450.0,36086900,ASII.JK
2018-07-11,4094.90625,6625.0,6625.0,6275.0,6300.0,29415100,ASII.JK
2018-07-12,4125.810546875,6675.0,6700.0,6550.0,6575.0,22465500,ASII.JK
2018-07-13,4203.07373046875,6800.0,6825.0,6650.0,6750.0,27647800,ASII.JK
2018-07-16,4141.26416015625,6700.0,6725.0,6550.0,6700.0,16831500,ASII.JK
2018-07-17,4094.90625,6625.0,6675.0,6500.0,6550.0,15901500,ASII.JK
2018-07-18,4110.3583984375,6650.0,6750.0,6575.0,6700.0,19002100,ASII.JK
2018-07-19,4141.26416015625,6700.0,6750.0,6650.0,6650.0,27562100,ASII.JK
2018-07-20,4125.810546875,6675.0,6750.0,6575.0,6700.0,22005400,ASII.JK
2018-07-23,4125.810546875,6675.0,6750.0,6675.0,6750.0,13735600,ASII.JK
2018-07-24,4110.3583984375,6650.0,6750.0,6625.0,6625.0,8932500,ASII.JK
2018-07-25,4249.43115234375,6875.0,6900.0,6650.0,6725.0,15946900,ASII.JK
2018-07-26,4125.810546875,6675.0,6950.0,6650.0,6925.0,20823800,ASII.JK
2018-07-27,4311.240234375,6975.0,7000.0,6700.0,6700.0,31156700,ASII.JK
2018-07-30,4388.50341796875,7100.0,7100.0,6900.0,7000.0,21379900,ASII.JK
2018-07-31,4419.408203125,7150.0,7150.0,6975.0,7050.0,25841400,ASII.JK
2018-08-01,4620.2900390625,7475.0,7475.0,7150.0,7150.0,53935800,ASII.JK
2018-08-02,4512.12353515625,7300.0,7500.0,7300.0,7500.0,19141400,ASII.JK
2018-08-03,4403.95556640625,7125.0,7300.0,7050.0,7275.0,24035700,ASII.JK
2018-08-06,4589.3857421875,7425.0,7475.0,7200.0,7250.0,37077600,ASII.JK
2018-08-07,4558.47998046875,7375.0,7475.0,7325.0,7475.0,23222200,ASII.JK
2018-08-08,4589.3857421875,7425.0,7450.0,7325.0,7400.0,16794100,ASII.JK
2018-08-09,4635.7431640625,7500.0,7525.0,7300.0,7300.0,17331500,ASII.JK
2018-08-10,4573.93359375,7400.0,7475.0,7325.0,7450.0,16288400,ASII.JK
2018-08-13,4388.50341796875,7100.0,7275.0,7075.0,7275.0,25732900,ASII.JK
2018-08-14,4218.5263671875,6825.0,7225.0,6825.0,7075.0,34274000,ASII.JK
2018-08-15,4311.240234375,6975.0,7050.0,6600.0,6900.0,44615000,ASII.JK
2018-08-16,4388.50341796875,7100.0,7250.0,6850.0,6975.0,21705200,ASII.JK
2018-08-17,4388.50341796875,7100.0,7100.0,7100.0,7100.0,0,ASII.JK
2018-08-20,4573.93359375,7400.0,7400.0,7150.0,7250.0,44690500,ASII.JK
2018-08-21,4620.2900390625,7475.0,7475.0,7325.0,7400.0,20659500,ASII.JK
2018-08-22,4620.2900390625,7475.0,7475.0,7475.0,7475.0,0,ASII.JK
2018-08-23,4589.3857421875,7425.0,7525.0,7300.0,7475.0,30246600,ASII.JK
2018-08-24,4558.47998046875,7375.0,7450.0,7275.0,7375.0,15617800,ASII.JK
2018-08-27,4682.10107421875,7575.0,7600.0,7350.0,7375.0,32820400,ASII.JK
2018-08-28,4543.02783203125,7350.0,7600.0,7350.0,7575.0,17798200,ASII.JK
2018-08-29,4620.2900390625,7475.0,7550.0,7375.0,7450.0,26083000,ASII.JK
2018-08-30,4620.2900390625,7475.0,7500.0,7350.0,7500.0,15151400,ASII.JK
2018-08-31,4481.21826171875,7250.0,7400.0,7200.0,7400.0,40829300,ASII.JK
2018-09-03,4388.50341796875,7100.0,7275.0,7075.0,7275.0,25016000,ASII.JK
2018-09-04,4373.05078125,7075.0,7100.0,7000.0,7100.0,30739500,ASII.JK
2018-09-05,4187.62109375,6775.0,6950.0,6725.0,6900.0,52098900,ASII.JK
2018-09-06,4203.07373046875,6800.0,6875.0,6600.0,6675.0,60188600,ASII.JK
2018-09-07,4434.861328125,7175.0,7175.0,6825.0,6900.0,42928600,ASII.JK
2018-09-10,4434.861328125,7175.0,7175.0,6975.0,7125.0,21884300,ASII.JK
2018-09-11,4434.861328125,7175.0,7175.0,7175.0,7175.0,0,ASII.JK
2018-09-12,4403.95556640625,7125.0,7275.0,7125.0,7175.0,27126400,ASII.JK
2018-09-13,4373.05078125,7075.0,7275.0,7000.0,7275.0,22644700,ASII.JK
2018-09-14,4465.76513671875,7225.0,7225.0,7050.0,7075.0,17697900,ASII.JK
2018-09-17,4295.78955078125,6950.0,7125.0,6950.0,7125.0,15380700,ASII.JK
2018-09-18,4342.14599609375,7025.0,7125.0,6875.0,6925.0,31839500,ASII.JK
2018-09-19,4573.93359375,7400.0,7400.0,7100.0,7100.0,28048600,ASII.JK
2018-09-20,4635.7431640625,7500.0,7575.0,7325.0,7400.0,37420600,ASII.JK
2018-09-21,4481.21826171875,7250.0,7475.0,7225.0,7475.0,48533000,ASII.JK
2018-09-24,4403.95556640625,7125.0,7225.0,7075.0,7200.0,24764900,ASII.JK
2018-09-25,4450.3125,7200.0,7200.0,7075.0,7100.0,14404300,ASII.JK
2018-09-26,4543.02783203125,7350.0,7425.0,7200.0,7200.0,25803300,ASII.JK
2018-09-27,4558.47998046875,7375.0,7375.0,7200.0,7225.0,29349300,ASII.JK
2018-09-28,4543.02783203125,7350.0,7450.0,7275.0,7275.0,31995300,ASII.JK
2018-10-01,4527.57568359375,7325.0,7475.0,7225.0,7225.0,14131300,ASII.JK
2018-10-02,4450.3125,7200.0,7450.0,7125.0,7450.0,19915100,ASII.JK
2018-10-03,4450.3125,7200.0,7275.0,7175.0,7250.0,16575900,ASII.JK
2018-10-04,4373.05078125,7075.0,7150.0,7025.0,7125.0,19705600,ASII.JK
2018-10-05,4332.5302734375,6950.0,7050.0,6900.0,6975.0,25996300,ASII.JK
2018-10-08,4270.19287109375,6850.0,6975.0,6850.0,6900.0,19133100,ASII.JK
2018-10-09,4379.28466796875,7025.0,7025.0,6850.0,6975.0,17361000,ASII.JK
2018-10-10,4332.5302734375,6950.0,7050.0,6900.0,7000.0,17102700,ASII.JK
2018-10-11,4192.26904296875,6725.0,6825.0,6700.0,6800.0,40456500,ASII.JK
2018-10-12,4270.19287109375,6850.0,6925.0,6775.0,6775.0,28756200,ASII.JK
2018-10-15,4270.19287109375,6850.0,6925.0,6825.0,6850.0,18822300,ASII.JK
2018-10-16,4348.1162109375,6975.0,6975.0,6825.0,6900.0,18553300,ASII.JK
2018-10-17,4379.28466796875,7025.0,7100.0,6975.0,7075.0,23333900,ASII.JK
2018-10-18,4379.28466796875,7025.0,7025.0,6950.0,7025.0,12591900,ASII.JK
2018-10-19,4550.7158203125,7300.0,7350.0,6975.0,7000.0,48440500,ASII.JK
2018-10-22,4535.13134765625,7275.0,7300.0,7200.0,7275.0,22418400,ASII.JK
2018-10-23,4581.88525390625,7350.0,7375.0,7125.0,7200.0,38954800,ASII.JK
2018-10-24,4550.7158203125,7300.0,7450.0,7300.0,7350.0,36406600,ASII.JK
2018-10-25,4597.46923828125,7375.0,7375.0,7100.0,7100.0,26522600,ASII.JK
2018-10-26,4628.638671875,7425.0,7425.0,7275.0,7375.0,22297400,ASII.JK
2018-10-29,4675.39306640625,7500.0,7625.0,7450.0,7475.0,50786300,ASII.JK
2018-10-30,4800.06982421875,7700.0,7750.0,7450.0,7500.0,39056900,ASII.JK
2018-10-31,4924.74658203125,7900.0,7900.0,7700.0,7725.0,46586400,ASII.JK
2018-11-01,5018.25537109375,8050.0,8050.0,7900.0,7925.0,59367100,ASII.JK
2018-11-02,5096.17822265625,8175.0,8200.0,8050.0,8150.0,58720200,ASII.JK
2018-11-05,5142.931640625,8250.0,8250.0,8050.0,8150.0,32945600,ASII.JK
2018-11-06,5049.4248046875,8100.0,8250.0,7975.0,8250.0,40294600,ASII.JK
2018-11-07,5127.34814453125,8225.0,8325.0,8050.0,8125.0,44005500,ASII.JK
2018-11-08,5111.76220703125,8200.0,8425.0,8150.0,8300.0,48031900,ASII.JK
2018-11-09,5096.17822265625,8175.0,8250.0,8100.0,8200.0,26391600,ASII.JK
2018-11-12,4909.16259765625,7875.0,8125.0,7875.0,8050.0,27601900,ASII.JK
2018-11-13,4987.08544921875,8000.0,8100.0,7825.0,7850.0,40483500,ASII.JK
2018-11-14,5096.17822265625,8175.0,8300.0,8100.0,8200.0,35668500,ASII.JK
2018-11-15,5314.36376953125,8525.0,8525.0,8275.0,8325.0,59979400,ASII.JK
2018-11-16,5329.947265625,8550.0,8575.0,8400.0,8500.0,45617600,ASII.JK
2018-11-19,5298.77880859375,8500.0,8550.0,8400.0,8550.0,26364000,ASII.JK
2018-11-20,5298.77880859375,8500.0,8500.0,8500.0,8500.0,0,ASII.JK
2018-11-21,5267.60888671875,8450.0,8575.0,8275.0,8300.0,27715700,ASII.JK
2018-11-22,5267.60888671875,8450.0,8475.0,8250.0,8250.0,21296200,ASII.JK
2018-11-23,5236.43994140625,8400.0,8425.0,8300.0,8400.0,7150800,ASII.JK
2018-11-26,5189.68603515625,8325.0,8425.0,8325.0,8375.0,18712300,ASII.JK
2018-11-27,5236.43994140625,8400.0,8450.0,8225.0,8225.0,21522600,ASII.JK
2018-11-28,5236.43994140625,8400.0,8400.0,8175.0,8400.0,40728200,ASII.JK
2018-11-29,5283.19482421875,8475.0,8575.0,8400.0,8450.0,46667000,ASII.JK
2018-11-30,5329.947265625,8550.0,8625.0,8375.0,8575.0,69165200,ASII.JK
2018-12-03,5361.11767578125,8600.0,8775.0,8525.0,8700.0,44652600,ASII.JK
2018-12-04,5314.36376953125,8525.0,8600.0,8425.0,8600.0,50127600,ASII.JK
2018-12-05,5189.68603515625,8325.0,8475.0,8250.0,8400.0,28909900,ASII.JK
2018-12-06,5049.4248046875,8100.0,8250.0,8050.0,8200.0,55894200,ASII.JK
2018-12-07,5127.34814453125,8225.0,8275.0,8075.0,8100.0,58677800,ASII.JK
2018-12-10,5080.59326171875,8150.0,8175.0,8050.0,8075.0,23912000,ASII.JK
2018-12-11,5080.59326171875,8150.0,8250.0,8150.0,8150.0,34673200,ASII.JK
2018-12-12,5142.931640625,8250.0,8275.0,8200.0,8275.0,23533500,ASII.JK
2018-12-13,5267.60888671875,8450.0,8625.0,8275.0,8300.0,57420600,ASII.JK
2018-12-14,5267.60888671875,8450.0,8500.0,8400.0,8500.0,36739100,ASII.JK
2018-12-17,5174.1015625,8300.0,8450.0,8250.0,8450.0,37179000,ASII.JK
2018-12-18,5220.85498046875,8375.0,8375.0,8200.0,8200.0,27136700,ASII.JK
2018-12-19,5252.02490234375,8425.0,8450.0,8325.0,8350.0,29886700,ASII.JK
2018-12-20,5283.19482421875,8475.0,8525.0,8325.0,8325.0,24652800,ASII.JK
2018-12-21,5252.02490234375,8425.0,8450.0,8300.0,8450.0,31157200,ASII.JK
2018-12-24,5252.02490234375,8425.0,8425.0,8425.0,8425.0,0,ASII.JK
2018-12-25,5252.02490234375,8425.0,8425.0,8425.0,8425.0,0,ASII.JK
2018-12-26,5065.0087890625,8125.0,8300.0,8125.0,8250.0,19355100,ASII.JK
2018-12-27,5127.34814453125,8225.0,8325.0,8175.0,8300.0,25748300,ASII.JK
2018-12-28,5127.34814453125,8225.0,8400.0,8225.0,8275.0,24480400,ASII.JK
2018-12-31,5127.34814453125,8225.0,8225.0,8225.0,8225.0,0,ASII.JK
2019-01-01,5127.34814453125,8225.0,8225.0,8225.0,8225.0,0,ASII.JK
2019-01-02,5111.76220703125,8200.0,8275.0,8125.0,8200.0,14014100,ASII.JK
2019-01-03,5220.85498046875,8375.0,8400.0,8100.0,8100.0,25148400,ASII.JK
2019-01-04,5205.2705078125,8350.0,8450.0,8200.0,8400.0,32475900,ASII.JK
