date,open,high,low,close,adj_close,volume,ticker,adj_factor
2018-11-01,7925.0,8050.0,7900.0,8050.0,5018.25537109375,59367100,ASII.JK,0.6233857603843168
2018-11-02,8150.0,8200.0,8050.0,8175.0,5096.17822265625,58720200,ASII.JK,0.623385715309633
2018-11-05,8150.0,8250.0,8050.0,8250.0,5142.931640625,32945600,ASII.JK,0.6233856534090909
2018-11-06,8250.0,8250.0,7975.0,8100.0,5049.4248046875,40294600,ASII.JK,0.6233857783564815
2018-11-07,8125.0,8325.0,8050.0,8225.0,5127.34814453125,44005500,ASII.JK,0.6233857926481763
2018-11-08,8300.0,8425.0,8150.0,8200.0,5111.76220703125,48031900,ASII.JK,0.623385635003811
2018-11-09,8200.0,8250.0,8100.0,8175.0,5096.17822265625,26391600,ASII.JK,0.623385715309633
2018-11-12,8050.0,8125.0,7875.0,7875.0,4909.16259765625,27601900,ASII.JK,0.6233857266865079
2018-11-13,7850.0,8100.0,7825.0,8000.0,4987.08544921875,40483500,ASII.JK,0.6233856811523437
2018-11-14,8200.0,8300.0,8100.0,8175.0,5096.17822265625,35668500,ASII.JK,0.623385715309633
2018-11-15,8325.0,8525.0,8275.0,8525.0,5314.36376953125,59979400,ASII.JK,0.6233857794171555
2018-11-16,8500.0,8575.0,8400.0,8550.0,5329.947265625,45617600,ASII.JK,0.6233856451023392
2018-11-19,8550.0,8550.0,8400.0,8500.0,5298.77880859375,26364000,ASII.JK,0.6233857421875
2018-11-21,8300.0,8575.0,8275.0,8450.0,5267.60888671875,27715700,ASII.JK,0.6233856670673077
2018-11-22,8250.0,8475.0,8250.0,8450.0,5267.60888671875,21296200,ASII.JK,0.6233856670673077
2018-11-23,8400.0,8425.0,8300.0,8400.0,5236.43994140625,7150800,ASII.JK,0.6233857073102679
2018-11-26,8375.0,8425.0,8325.0,8325.0,5189.68603515625,18712300,ASII.JK,0.6233857099286787
2018-11-27,8225.0,8450.0,8225.0,8400.0,5236.43994140625,21522600,ASII.JK,0.6233857073102679
2018-11-28,8400.0,8400.0,8175.0,8400.0,5236.43994140625,40728200,ASII.JK,0.6233857073102679
2018-11-29,8450.0,8575.0,8400.0,8475.0,5283.19482421875,46667000,ASII.JK,0.6233858199668142
2018-11-30,8575.0,8625.0,8375.0,8550.0,5329.947265625,69165200,ASII.JK,0.6233856451023392
2018-12-03,8700.0,8775.0,8525.0,8600.0,5361.11767578125,44652600,ASII.JK,0.6233857762536337
2018-12-04,8600.0,8600.0,8425.0,8525.0,5314.36376953125,50127600,ASII.JK,0.6233857794171555
2018-12-05,8400.0,8475.0,8250.0,8325.0,5189.68603515625,28909900,ASII.JK,0.6233857099286787
2018-12-06,8200.0,8250.0,8050.0,8100.0,5049.4248046875,55894200,ASII.JK,0.6233857783564815
2018-12-07,8100.0,8275.0,8075.0,8225.0,5127.34814453125,58677800,ASII.JK,0.6233857926481763
2018-12-10,8075.0,8175.0,8050.0,8150.0,5080.59326171875,23912000,ASII.JK,0.6233856762845092
2018-12-11,8150.0,8250.0,8150.0,8150.0,5080.59326171875,34673200,ASII.JK,0.6233856762845092
2018-12-12,8275.0,8275.0,8200.0,8250.0,5142.931640625,23533500,ASII.JK,0.6233856534090909
2018-12-13,8300.0,8625.0,8275.0,8450.0,5267.60888671875,57420600,ASII.JK,0.6233856670673077
2018-12-14,8500.0,8500.0,8400.0,8450.0,5267.60888671875,36739100,ASII.JK,0.6233856670673077
2018-12-17,8450.0,8450.0,8250.0,8300.0,5174.1015625,37179000,ASII.JK,0.6233857304216868
2018-12-18,8200.0,8375.0,8200.0,8375.0,5220.85498046875,27136700,ASII.JK,0.6233856693097015
2018-12-19,8350.0,8450.0,8325.0,8425.0,5252.02490234375,29886700,ASII.JK,0.6233857450853115
2018-12-20,8325.0,8525.0,8325.0,8475.0,5283.19482421875,24652800,ASII.JK,0.6233858199668142
2018-12-21,8450.0,8450.0,8300.0,8425.0,5252.02490234375,31157200,ASII.JK,0.6233857450853115
2018-12-26,8250.0,8300.0,8125.0,8125.0,5065.0087890625,19355100,ASII.JK,0.6233856971153846
2018-12-27,8300.0,8325.0,8175.0,8225.0,5127.34814453125,25748300,ASII.JK,0.6233857926481763
2018-12-28,8275.0,8400.0,8225.0,8225.0,5127.34814453125,24480400,ASII.JK,0.6233857926481763
2019-01-02,8200.0,8275.0,8125.0,8200.0,5111.76220703125,14014100,ASII.JK,0.623385635003811
2019-01-03,8100.0,8400.0,8100.0,8375.0,5220.85498046875,25148400,ASII.JK,0.6233856693097015
2019-01-04,8400.0,8450.0,8200.0,8350.0,5205.2705078125,32475900,ASII.JK,0.6233856895583832
2019-01-07,8450.0,8475.0,8150.0,8150.0,5080.59326171875,32649700,ASII.JK,0.6233856762845092
2019-01-08,8150.0,8225.0,8125.0,8175.0,5096.17822265625,29130800,ASII.JK,0.623385715309633
2019-01-09,8225.0,8275.0,8150.0,8200.0,5111.76220703125,42977800,ASII.JK,0.623385635003811
2019-01-10,8175.0,8200.0,7950.0,8200.0,5111.76220703125,76803900,ASII.JK,0.623385635003811
2019-01-11,8300.0,8300.0,8225.0,8300.0,5174.1015625,32212200,ASII.JK,0.6233857304216868
2019-01-14,8225.0,8225.0,8050.0,8150.0,5080.59326171875,40449800,ASII.JK,0.6233856762845092
2019-01-15,8150.0,8150.0,8050.0,8150.0,5080.59326171875,56524700,ASII.JK,0.6233856762845092
2019-01-16,8175.0,8250.0,8125.0,8250.0,5142.931640625,33593600,ASII.JK,0.6233856534090909
2019-01-17,8250.0,8325.0,8200.0,8275.0,5158.5166015625,38888100,ASII.JK,0.623385692031722
2019-01-18,8300.0,8475.0,8275.0,8475.0,5283.19482421875,45180500,ASII.JK,0.6233858199668142
